"","county","lat","lon","bachelor_degree","per_capita_income"
"2366","Ross, OH",39.3416,-83.0653,16.16,45596
"2367","Routt, CO",40.4633,-107.0432,49.33,98371
"2368","Rowan, KY",38.207,-83.4425,25.84,37769
"2369","Rowan, NC",35.6834,-80.5507,19.84,46763
"2370","Runnels, TX",31.839,-99.9766,16.61,51307
"2371","Rush, IN",39.6214,-85.4664,15.22,54210
"2372","Rush, KS",38.5192,-99.3097,21.9,62819
"2373","Rusk, TX",32.1261,-94.7873,15.95,44874
"2374","Rusk, WI",45.4691,-91.1092,16.92,51844
"2375","Russell, AL",32.2863,-85.1791,17.49,39378
"2376","Russell, KS",38.9163,-98.7621,23.57,53679
"2377","Russell, KY",37.0073,-85.0286,15.47,45383
"2378","Russell, VA",36.9262,-82.0747,10.22,40061
"2379","Rutherford, NC",35.3967,-81.9147,19.2,42376
"2380","Rutherford, TN",35.8599,-86.3934,32.57,49411
"2381","Rutland, VT",43.576,-73.0283,32.19,57831
"2382","Sabine, TX",31.3731,-93.8461,17.35,44900
"2383","Sac, IA",42.3887,-95.0899,17.85,65620
"2384","Sacramento, CA",38.3836,-121.2729,31.45,61829
"2385","Sagadahoc, ME",43.9346,-69.7952,37.37,59843
"2386","Saginaw, MI",43.3527,-84.034,22.07,49274
"2387","Saguache, CO",38.1037,-106.3318,22.43,43959
"2388","Salem, NJ",39.5844,-75.3039,21.68,57547
"2389","Saline, AR",34.6353,-92.6621,27.63,49031
"2390","Saline, IL",37.754,-88.5405,19.94,47402
"2391","Saline, KS",38.7896,-97.6502,27.22,56258
"2392","Saline, MO",39.1699,-93.1932,22.55,44067
"2393","Saline, NE",40.5313,-97.1406,19.18,51623
"2394","Salt Lake, UT",40.6684,-111.9031,36.53,62547
"2395","Saluda, SC",34.0012,-81.7467,18.28,44503
"2396","Sampson, NC",34.9352,-78.3612,14.43,45841
"2397","San Augustine, TX",31.377,-94.1756,13.96,50573
"2398","San Benito, CA",36.5945,-121.0306,20.12,68868
"2399","San Bernardino, CA",34.8464,-116.1156,21.36,49493
"2400","San Diego, CA",33.0185,-116.6934,39.46,72637
"2401","San Francisco, CA",37.7591,-122.4461,58.76,160749
"2402","San Jacinto, TX",30.6136,-95.1783,15.17,46477
"2403","San Joaquin, CA",37.8911,-121.2517,19.16,57783
"2404","San Juan, CO",37.8024,-107.6462,33.47,58067
"2405","San Juan, NM",36.5045,-108.3355,15.42,41735
"2406","San Juan, UT",37.7516,-109.7449,19.17,34038
"2407","San Juan, WA",48.6522,-122.8183,51.66,87038
"2408","San Luis Obispo, CA",35.3474,-120.336,36.08,66617
"2409","San Mateo, CA",37.4084,-122.3109,52.07,160485
"2410","San Miguel, CO",37.9642,-108.4124,56.61,109613
"2411","San Miguel, NM",35.4542,-104.7319,22.04,44889
"2412","San Patricio, TX",27.9997,-97.5016,15.88,51392
"2413","San Saba, TX",31.2064,-98.8303,17.37,43735
"2414","Sanborn, SD",44.0181,-98.0913,19.57,64677
"2415","Sanders, MT",47.6957,-115.1536,19.03,42153
"2416","Sandoval, NM",35.7068,-106.7786,30.97,51807
"2417","Sandusky, OH",41.3799,-83.1309,16.45,48982
"2418","Sangamon, IL",39.7498,-89.7053,34.15,57206
"2419","Sanilac, MI",43.4228,-82.8234,14.81,47144
"2420","Sanpete, UT",39.4342,-111.5243,20.75,39139
"2421","Santa Barbara, CA",34.7446,-120.0357,34.97,73995
"2422","Santa Clara, CA",37.1901,-121.7207,53.47,138724
"2423","Santa Cruz, AZ",31.5332,-110.812,20.93,46828
"2424","Santa Cruz, CA",37.0686,-122.0334,41.83,85554
"2425","Santa Fe, NM",35.5163,-105.9833,40.7,69528
"2426","Santa Rosa, FL",30.6713,-87.0296,27.26,53778
"2427","Sarasota, FL",27.1675,-82.2674,36.41,78815
"2428","Saratoga, NY",43.0872,-73.8458,42.01,75651
"2429","Sargent, ND",46.109,-97.6335,18.57,74799
"2430","Sarpy, NE",41.0929,-96.1005,40.49,58084
"2431","Sauk, WI",43.3945,-89.8965,23.77,60631
"2432","Saunders, NE",41.2345,-96.6371,27.69,61840
"2433","Sawyer, WI",45.902,-91.1097,24.86,50445
"2434","Schenectady, NY",42.8329,-74.0442,32.08,62484
"2435","Schleicher, TX",30.9013,-100.539,16.08,51775
"2436","Schley, GA",32.2933,-84.3163,12.09,43917
"2437","Schoharie, NY",42.5925,-74.4362,23.58,52027
"2438","Schoolcraft, MI",46.1369,-86.1775,18.94,49103
"2439","Schuyler, IL",40.1317,-90.6279,20.53,51383
"2440","Schuyler, MO",40.4709,-92.5271,9.23,38544
"2441","Schuyler, NY",42.3922,-76.8958,23.16,49811
"2442","Schuylkill, PA",40.7235,-76.1529,16.95,49451
"2443","Scioto, OH",38.7957,-82.9618,15.6,46946
"2444","Scotland, MO",40.4469,-92.1481,14.87,45092
"2445","Scotland, NC",34.8371,-79.484,15.5,42171
"2446","Scott, AR",34.8835,-94.0785,12.11,38790
"2447","Scott, IA",41.6065,-90.62,32.6,60349
"2448","Scott, IL",39.655,-90.4782,20.96,52741
"2449","Scott, IN",38.6962,-85.7482,13.19,44678
"2450","Scott, KS",38.4893,-100.9072,24.84,60794
"2451","Scott, KY",38.3021,-84.5863,30.36,52325
"2452","Scott, MN",44.6795,-93.5028,40.88,69243
"2453","Scott, MO",37.0569,-89.5778,19.79,47750
"2454","Scott, MS",32.4277,-89.5348,11.25,37792
"2455","Scott, TN",36.3837,-84.5112,9.18,37333
"2456","Scott, VA",36.7396,-82.5828,15.03,39583
"2457","Scotts Bluff, NE",41.8509,-103.7073,23.08,51337
"2458","Screven, GA",32.7678,-81.6249,14.6,40137
"2459","Scurry, TX",32.7541,-100.9166,16.12,47138
"2460","Searcy, AR",35.9134,-92.6797,10.95,34335
"2461","Sebastian, AR",35.1908,-94.2342,23.26,48556
"2462","Sedgwick, CO",40.8728,-102.3517,20.56,51705
"2463","Sedgwick, KS",37.6926,-97.4802,31.4,57713
"2464","Seminole, FL",28.7457,-81.2396,41.04,58539
"2465","Seminole, GA",30.8925,-84.8506,15.45,46274
"2466","Seminole, OK",35.1649,-96.6089,14.37,41119
"2467","Seneca, NY",42.7838,-76.8577,21.34,47269
"2468","Seneca, OH",41.1246,-83.1279,17.34,47605
"2469","Sequatchie, TN",35.358,-85.3691,14.66,43709
"2470","Sequoyah, OK",35.4655,-94.7664,13.77,42780
"2471","Sevier, AR",33.9723,-94.2701,13.41,41322
"2472","Sevier, TN",35.8034,-83.5126,18.28,49012
"2473","Sevier, UT",38.7797,-111.7638,20.9,41983
"2474","Seward, KS",37.1844,-100.8516,11.21,44209
"2475","Seward, NE",40.8792,-97.1394,30.71,58829
"2476","Shackelford, TX",32.7367,-99.354,32.63,93075
"2477","Shannon, MO",37.1531,-91.3443,14.46,41200
"2478","Sharkey, MS",32.8801,-90.8212,18.58,50467
"2479","Sharp, AR",36.1977,-91.5126,10.45,41025
"2480","Shasta, CA",40.7366,-122.0189,22.13,54972
"2481","Shawano, WI",44.8071,-88.7375,16.33,49746
"2482","Shawnee, KS",39.0407,-95.724,31.34,54066
"2483","Sheboygan, WI",43.715,-87.9328,25.73,58425
"2484","Shelby, AL",33.2829,-86.6796,44.21,64350
"2485","Shelby, IA",41.6806,-95.3254,21.08,61414
"2486","Shelby, IL",39.4274,-88.7479,16.58,51977
"2487","Shelby, IN",39.5242,-85.7912,18.98,52065
"2488","Shelby, KY",38.1963,-85.2104,27.97,55471
"2489","Shelby, MO",39.7834,-92.0688,19.38,48578
"2490","Shelby, OH",40.3332,-84.2192,19.27,52547
"2491","Shelby, TN",35.2037,-89.8653,32.37,59212
"2492","Shelby, TX",31.7749,-94.127,14.02,54640
"2493","Shenandoah, VA",38.8538,-78.5869,19.65,53753
"2494","Sherburne, MN",45.4032,-93.7579,25.66,55341
"2495","Sheridan, KS",39.3517,-100.4417,23.8,56735
"2496","Sheridan, MT",48.6974,-104.5431,25.31,55476
"2497","Sheridan, ND",47.5812,-100.3531,14.86,78328
"2498","Sheridan, NE",42.5043,-102.4198,20.39,60271
"2499","Sheridan, WY",44.7798,-106.9037,30.65,64449
"2500","Sherman, KS",39.3527,-101.72,21.78,52785
"2501","Sherman, NE",41.2257,-98.9762,21.55,60225
"2502","Sherman, OR",45.4107,-120.6856,20,67558
"2503","Sherman, TX",36.2705,-101.8934,18.49,122945
"2504","Shiawassee, MI",42.9544,-84.1478,17.77,47525
"2505","Shoshone, ID",47.5044,-116.0148,10.58,45434
"2506","Sibley, MN",44.5871,-94.2659,16.52,58242
"2507","Sierra, CA",39.5877,-120.5103,19.37,47135
"2508","Sierra, NM",33.0436,-107.1072,22.06,49778
"2509","Silver Bow, MT",45.9061,-112.6901,27.54,54704
"2510","Simpson, KY",36.7631,-86.5716,12.02,44178
"2511","Simpson, MS",31.9015,-89.9078,17.44,44174
"2512","Sioux, IA",43.0847,-96.1572,29.45,57558
"2513","Sioux, ND",46.1869,-100.8971,14.47,36445
"2514","Sioux, NE",42.5049,-103.7667,26.67,74215
"2515","Siskiyou, CA",41.5027,-122.5449,22.1,52368
"2516","Sitka City and Borough, AK",56.8688,-135.0895,34.23,75917
"2517","Skagit, WA",48.4771,-121.7638,27.44,64093
"2518","Skagway Municipality, AK",59.5824,-135.3234,24.17,71409
"2519","Skamania, WA",45.9743,-121.9292,26.03,58554
"2520","Slope, ND",46.459,-103.4853,25.91,80270
"2521","Smith, KS",39.7851,-98.7853,21.14,58450
"2522","Smith, MS",32.0031,-89.4883,13.05,46337
"2523","Smith, TN",36.2544,-85.9737,17.16,48602
"2524","Smith, TX",32.4125,-95.2456,27.04,60284
"2525","Smyth, VA",36.823,-81.5102,14.88,44740
"2526","Snohomish, WA",48.0379,-121.682,32.76,68858
"2527","Snyder, PA",40.7631,-77.1066,21.07,50846
"2528","Socorro, NM",34.0443,-106.8211,22.01,42389
"2529","Solano, CA",38.29,-121.9027,27.06,65448
"2530","Somerset, MD",38.1117,-75.6911,15.76,37395
"2531","Somerset, ME",45.5842,-70.1228,17.92,46860
"2532","Somerset, NJ",40.5669,-74.6246,55.57,113975
"2533","Somerset, PA",40.0088,-79.0398,16.72,48135
"2534","Somervell, TX",32.2014,-97.7856,28.87,54826
"2535","Sonoma, CA",38.4826,-122.8587,36.43,81006
"2536","Southeast Fairbanks Census Area, AK",64.0024,-143.9917,21.23,58988
"2537","Spalding, GA",33.2657,-84.27,18.07,43098
"2538","Spartanburg, SC",34.8864,-81.9815,24.83,50596
"2539","Spencer, IN",37.9945,-87.0107,17.34,52615
"2540","Spencer, KY",38.0446,-85.3081,21.42,53915
"2541","Spink, SD",44.9383,-98.3497,26.2,76434
"2542","Spokane, WA",47.6423,-117.4305,31.62,53770
"2543","St. Charles, MO",38.7506,-90.7313,40.76,61752
"2544","St. Clair, AL",33.6907,-86.3647,18.12,47117
"2545","St. Clair, IL",38.439,-89.9328,29.03,54185
"2546","St. Clair, MI",42.8312,-82.6054,19.1,52805
"2547","St. Clair, MO",38.0293,-93.7825,14.49,36671
"2548","St. Croix, WI",45.0351,-92.4543,36.77,63800
"2549","St. Francis, AR",35.0082,-90.7238,10.87,36761
"2550","St. Francois, MO",37.86,-90.5396,13.98,40227
"2551","St. Johns, FL",29.9382,-81.4423,44.48,80062
"2552","St. Joseph, IN",41.5981,-86.2736,30.98,56122
"2553","St. Joseph, MI",41.9159,-85.5264,16.04,46199
"2554","St. Lawrence, NY",44.5333,-75.1606,23.56,45626
"2555","St. Louis, MN",47.6532,-92.4287,30.15,55303
"2556","St. Louis, MO",38.6443,-90.5089,44.44,81829
"2557","St. Lucie, FL",27.3823,-80.4869,22.47,50038
"2558","St. Mary's, MD",38.2752,-76.5122,32.05,65762
"2559","Stafford, KS",38.0428,-98.6929,27.89,52643
"2560","Stafford, VA",38.4174,-77.4766,41.35,62954
"2561","Stanislaus, CA",37.6113,-120.8765,17.7,52356
"2562","Stanley, SD",44.4757,-100.8679,28.54,78300
"2563","Stanly, NC",35.323,-80.2478,17.63,46827
"2564","Stanton, KS",37.5694,-101.784,17.9,94353
"2565","Stanton, NE",41.9215,-97.194,19.84,61286
"2566","Stark, IL",41.0982,-89.8116,18.34,56551
"2567","Stark, ND",46.826,-102.6639,24.5,62553
"2568","Stark, OH",40.8122,-81.3675,23.5,52426
"2569","Starke, IN",41.298,-86.6191,11.56,42083
"2570","Starr, TX",26.5105,-98.7859,10.94,34933
"2571","Ste. Genevieve, MO",37.8995,-90.1973,17.92,46578
"2572","Stearns, MN",45.5294,-94.6407,27.81,56711
"2573","Steele, MN",44.0223,-93.2259,26.8,55176
"2574","Steele, ND",47.4605,-97.7296,28.25,86280
"2575","Stephens, GA",34.5742,-83.2794,18.03,41822
"2576","Stephens, OK",34.4846,-97.8509,18.43,48328
"2577","Stephens, TX",32.7377,-98.836,15.74,48498
"2578","Stephenson, IL",42.3498,-89.6607,20.85,50815
"2579","Sterling, TX",31.8222,-101.0451,18.37,65866
"2580","Steuben, IN",41.6431,-85.0003,22.46,52244
"2581","Steuben, NY",42.2995,-77.4184,24.63,54238
"2582","Stevens, KS",37.1918,-101.3117,12.44,52345
"2583","Stevens, MN",45.5888,-96.0058,29.83,58335
"2584","Stevens, WA",48.3997,-117.8489,20.47,47613
"2585","Stewart, GA",32.0762,-84.8492,13.62,32844
"2586","Stewart, TN",36.5021,-87.8332,18.25,48205
"2587","Stillwater, MT",45.6523,-109.213,26.3,64917
"2588","Stoddard, MO",36.8776,-89.9732,12.27,45554
"2589","Stokes, NC",36.409,-80.2393,13.37,46159
"2590","Stone, AR",35.9192,-92.2199,12.62,37002
"2591","Stone, MO",36.7415,-93.4417,19.8,46852
"2592","Stone, MS",30.785,-89.113,15.15,39547
"2593","Stonewall, TX",33.1802,-100.2535,12.49,73182
"2594","Storey, NV",39.4383,-119.5329,33.26,77775
"2595","Story, IA",42.037,-93.4652,51.95,47923
"2596","Strafford, NH",43.3285,-71.0587,35.21,61139
"2597","Stutsman, ND",46.9802,-98.957,24.12,61388
"2598","Sublette, WY",42.8671,-109.9565,28.72,65620
"2599","Suffolk, MA",42.301,-71.0926,47.69,98644
"2600","Suffolk, NY",40.9086,-72.9176,37.33,81309
"2601","Sullivan, IN",39.0809,-87.4202,12.67,43091
"2602","Sullivan, MO",40.2195,-93.1111,15.17,44139
"2603","Sullivan, NH",43.3649,-72.2372,29.62,63225
"2604","Sullivan, NY",41.7194,-74.7908,26.56,53874
"2605","Sullivan, PA",41.4228,-76.5103,18.02,55564
"2606","Sullivan, TN",36.5041,-82.3115,24.49,50418
"2607","Sully, SD",44.7218,-100.1486,21.84,106241
"2608","Summers, WV",37.6488,-80.8773,16.05,42796
"2609","Summit, CO",39.6418,-106.0037,53.58,86390
"2610","Summit, OH",41.1313,-81.5397,32.76,60771
"2611","Summit, UT",40.9014,-110.7554,56.12,183972
"2612","Sumner, KS",37.2327,-97.4761,23.56,48658
"2613","Sumner, TN",36.4488,-86.4726,28.61,59105
"2614","Sumter, AL",32.6525,-88.2171,18.41,38253
"2615","Sumter, FL",28.633,-82.1055,32.03,64282
"2616","Sumter, GA",32.0502,-84.2061,19.97,43130
"2617","Sumter, SC",33.9067,-80.3414,20.84,47046
"2618","Sunflower, MS",33.6292,-90.5554,16.48,37950
"2619","Surry, NC",36.4,-80.7065,17.86,46963
"2620","Surry, VA",37.0936,-76.8952,20.39,51892
"2621","Susquehanna, PA",41.8146,-75.8006,19.17,55354
"2622","Sussex, DE",38.7069,-75.3935,29.38,59472
"2623","Sussex, NJ",41.1285,-74.6997,36.6,71059
"2624","Sussex, VA",36.9125,-77.2851,13.29,39243
"2625","Sutter, CA",39.0209,-121.7078,20.03,53017
"2626","Sutton, TX",30.4919,-100.5386,18.35,68431
"2627","Suwannee, FL",30.163,-83.0132,15.73,39039
"2628","Swain, NC",35.4872,-83.5969,20.64,49421
"2629","Sweet Grass, MT",45.701,-109.8912,21.7,57852
"2630","Sweetwater, WY",41.6405,-108.9887,21.21,56934
"2631","Swift, MN",45.2755,-95.6862,21.51,58433
"2632","Swisher, TX",34.535,-101.7351,15.92,72623
"2633","Switzerland, IN",38.8084,-85.0112,9.39,42481
"2634","Talbot, GA",32.7045,-84.519,12.59,45385
"2635","Talbot, MD",38.762,-76.0336,39.71,84695
"2636","Taliaferro, GA",33.5857,-82.857,5.74,41494
"2637","Talladega, AL",33.402,-86.1457,15.27,40668
"2638","Tallahatchie, MS",33.9322,-90.1881,11.36,41558
"2639","Tallapoosa, AL",32.8004,-85.7978,18.81,48344
"2640","Tama, IA",42.0847,-92.533,15.62,58311
"2641","Taney, MO",36.6632,-93.0397,21.19,42600
"2642","Taos, NM",36.5058,-105.6413,32.28,44709
"2643","Tarrant, TX",32.7708,-97.2917,32.61,58940
"2644","Tate, MS",34.6634,-89.9441,17.22,44749
"2645","Tattnall, GA",32.0537,-82.0532,14.04,35616
"2646","Taylor, FL",29.9856,-83.5757,10.78,35156
"2647","Taylor, GA",32.56,-84.2449,12.54,39030
"2648","Taylor, IA",40.734,-94.7,14.77,54870
"2649","Taylor, KY",37.338,-85.3025,23.47,41752
"2650","Taylor, TX",32.3045,-99.8901,26.83,58316
"2651","Taylor, WI",45.2065,-90.4856,16.21,49783
"2652","Taylor, WV",39.352,-80.0487,18.79,47328
"2653","Tazewell, IL",40.5355,-89.5459,25.97,54768
"2654","Tazewell, VA",37.1358,-81.6058,15.16,43786
"2655","Tehama, CA",40.1258,-122.2124,17.43,48042
"2656","Telfair, GA",31.9642,-82.9136,6.97,30573
"2657","Teller, CO",38.8999,-105.1784,35.49,61966
"2658","Terrell, GA",31.7942,-84.4316,10.21,47258
"2659","Terrell, TX",30.2125,-102.1628,22.59,63481
"2660","Terry, TX",33.1754,-102.3353,11.56,45353
"2661","Teton, ID",43.7265,-111.2233,41.41,53564
"2662","Teton, MT",47.8179,-112.1627,25.44,50240
"2663","Teton, WY",43.9385,-110.5501,55.05,318297
"2664","Texas, MO",37.3295,-91.9496,14.77,35346
"2665","Texas, OK",36.7482,-101.4928,26.43,58194
"2666","Thayer, NE",40.1835,-97.5949,20.87,63828
"2667","Thomas, GA",30.8684,-83.9073,24.12,52349
"2668","Thomas, KS",39.3506,-101.056,25.11,51579
"2669","Thomas, NE",41.929,-100.5553,24.59,61324
"2670","Throckmorton, TX",33.1541,-99.2122,22.31,69390
"2671","Thurston, NE",42.1468,-96.5714,18.89,57406
"2672","Thurston, WA",46.9724,-122.8948,35.74,61062
"2673","Tift, GA",31.4588,-83.5179,17.26,44913
"2674","Tillamook, OR",45.415,-123.6996,21.38,51643
"2675","Tillman, OK",34.3822,-98.9386,16.51,40610
"2676","Tioga, NY",42.2046,-76.3107,26.09,53919
"2677","Tioga, PA",41.7702,-77.2503,19.74,47572
"2678","Tippah, MS",34.802,-88.9206,13.88,44301
"2679","Tippecanoe, IN",40.3925,-86.8937,39.73,45950
"2680","Tipton, IN",40.3095,-86.0521,25.92,51881
"2681","Tipton, TN",35.5119,-89.7605,16.96,49219
"2682","Tishomingo, MS",34.7299,-88.2243,11.8,41457
"2683","Titus, TX",33.19,-94.9689,16.76,48007
"2684","Todd, KY",36.8587,-87.1772,14.49,46946
"2685","Todd, MN",46.0722,-94.897,13.95,47069
"2686","Todd, SD",43.2001,-100.7209,13.73,35663
"2687","Tolland, CT",41.8121,-72.3192,42.4,63722
"2688","Tom Green, TX",31.3893,-100.4023,25,59877
"2689","Tompkins, NY",42.4439,-76.4727,53.08,51377
"2690","Tooele, UT",40.4924,-113.1134,23.07,46131
"2691","Toole, MT",48.6175,-111.7313,22.29,49135
"2692","Toombs, GA",32.1275,-82.3265,16.6,42075
"2693","Torrance, NM",34.6498,-105.878,15.59,41423
"2694","Towner, ND",48.6677,-99.2317,14.46,80665
"2695","Towns, GA",34.8916,-83.7245,32.58,45939
"2696","Traill, ND",47.4553,-97.1645,30.15,65364
"2697","Transylvania, NC",35.2253,-82.7697,33.83,52252
"2698","Traverse, MN",45.805,-96.4285,15.75,73574
"2699","Travis, TX",30.3252,-97.7773,51.53,81708
"2700","Treasure, MT",46.1715,-107.2369,28.24,49706
"2701","Trego, KS",38.9139,-99.8731,22.36,61938
"2702","Trempealeau, WI",44.2856,-91.3478,19.02,49712
"2703","Treutlen, GA",32.4032,-82.5473,16.3,38090
"2704","Trigg, KY",36.8204,-87.9047,19.13,47026
"2705","Trimble, KY",38.6152,-85.333,15.13,47815
"2706","Trinity, CA",40.6758,-123.1435,19.23,36906
"2707","Trinity, TX",31.1046,-95.1246,13.65,47101
"2708","Tripp, SD",43.3729,-99.874,20.72,60022
"2709","Troup, GA",33.0462,-85.0417,20.08,45441
"2710","Trousdale, TN",36.3909,-86.1402,11.59,36454
"2711","Trumbull, OH",41.3199,-80.7604,19.18,46356
"2712","Tucker, WV",39.1181,-79.5763,19.49,52251
"2713","Tulare, CA",36.2683,-118.8232,14.53,47986
"2714","Tulsa, OK",36.1403,-96.0299,32.03,66535
"2715","Tunica, MS",34.6582,-90.3483,15.32,41904
"2716","Tuolumne, CA",38.0348,-119.8851,22.34,52306
"2717","Turner, GA",31.7095,-83.6251,10.81,38250
"2718","Turner, SD",43.2823,-97.1623,26.26,73093
"2719","Tuscaloosa, AL",33.3076,-87.5001,31.15,43439
"2720","Tuscarawas, OH",40.4423,-81.4895,17.86,50625
"2721","Tuscola, MI",43.4682,-83.4035,13.47,44908
"2722","Twiggs, GA",32.6753,-83.4428,10.29,44235
"2723","Twin Falls, ID",42.4569,-114.5536,23.31,45627
"2724","Tyler, TX",30.7932,-94.3877,14.24,41613
"2725","Tyler, WV",39.4508,-80.8217,16.2,47802
"2726","Tyrrell, NC",35.7969,-76.2575,10.56,47379
"2727","Uinta, WY",41.3156,-110.5477,19.1,44157
"2728","Uintah, UT",40.1698,-109.5135,16.29,35128
"2729","Ulster, NY",41.8791,-74.2028,33.15,60557
"2730","Umatilla, OR",45.5072,-118.6314,17.5,48439
"2731","Unicoi, TN",36.1074,-82.474,16.42,43044
"2732","Union, AR",33.1979,-92.5813,21.21,50787
"2733","Union, FL",30.0316,-82.3844,10.54,25293
"2734","Union, GA",34.8145,-83.9604,22.65,44163
"2735","Union, IA",41.0298,-94.2429,22.39,48291
"2736","Union, IL",37.4654,-89.2571,23.14,49595
"2737","Union, IN",39.6256,-84.925,19.17,47359
"2738","Union, KY",37.6855,-87.9466,11.11,49499
"2739","Union, MS",34.4823,-89.0178,14.01,41155
"2740","Union, NC",35.0113,-80.5626,36,63777
"2741","Union, NJ",40.6656,-74.2739,37.05,77007
"2742","Union, NM",36.3704,-103.5249,12.46,41350
"2743","Union, OH",40.306,-83.3961,35.55,64967
"2744","Union, OR",45.401,-118.046,24.17,50053
"2745","Union, PA",40.9777,-77.0484,25.45,50630
"2746","Union, SC",34.6789,-81.6396,13.48,40821
"2747","Union, SD",42.7825,-96.7134,30.33,134811
"2748","Union, TN",36.2996,-83.8313,11.06,40349
"2749","Upshur, TX",32.7068,-94.9274,18.24,43308
"2750","Upshur, WV",38.8996,-80.2329,16.18,40187
"2751","Upson, GA",32.847,-84.2938,13.61,42364
"2752","Upton, TX",31.369,-102.0443,14.02,61595
"2753","Utah, UT",40.1782,-111.691,41.13,50661
"2754","Uvalde, TX",29.3551,-99.7622,19.44,53257
"2755","Val Verde, TX",29.7645,-101.0491,19.12,46642
"2756","Valencia, NM",34.697,-106.835,19.87,43485
"2757","Valley, ID",44.6858,-115.6567,30.33,57895
"2758","Valley, MT",48.3347,-106.5325,19.33,56541
"2759","Valley, NE",41.5667,-98.9817,27.41,63254
"2760","Van Buren, AR",35.5767,-92.5285,15.83,38783
"2761","Van Buren, IA",40.7517,-91.9485,16.42,47655
"2762","Van Buren, MI",42.2457,-86.0643,20.84,48770
"2763","Van Buren, TN",35.6687,-85.4578,8.59,36669
"2764","Van Wert, OH",40.8382,-84.5713,17.19,49328
"2765","Van Zandt, TX",32.6033,-95.8351,15.78,45045
"2766","Vance, NC",36.3447,-78.3979,17.52,44399
"2767","Vanderburgh, IN",37.9993,-87.5741,26.91,55099
"2768","Venango, PA",41.4008,-79.7389,19.28,50691
"2769","Ventura, CA",34.4736,-119.084,33.89,73375
"2770","Vermilion, IL",40.1783,-87.7363,15.53,49265
"2771","Vermillion, IN",39.8784,-87.4557,15.69,45487
"2772","Vernon, MO",37.8515,-94.3425,17.52,42332
"2773","Vernon, WI",43.5769,-90.7714,22.87,49116
"2774","Victoria, TX",28.7954,-96.9415,18.91,58479
"2775","Vigo, IN",39.435,-87.3855,24.89,45767
"2776","Vilas, WI",46.0789,-89.4371,27.75,56041
"2777","Vinton, OH",39.2122,-82.5151,12.81,42290
"2778","Volusia, FL",29.0205,-81.1398,24.44,52964
"2779","Wabash, IL",38.4039,-87.8596,18.94,51743
"2780","Wabash, IN",40.8493,-85.7919,18.91,51300
"2781","Wabasha, MN",44.2807,-92.2277,24.38,58382
"2782","Wabaunsee, KS",38.975,-96.2241,24.03,58400
"2783","Wadena, MN",46.59,-94.9678,16.87,46380
"2784","Wagoner, OK",35.9637,-95.5202,23.84,47142
"2785","Wahkiakum, WA",46.2684,-123.3392,20.29,52239
"2786","Wake, NC",35.798,-78.6094,53.99,71205
"2787","Wakulla, FL",30.1363,-84.3717,18.61,45669
"2788","Waldo, ME",44.5028,-69.0953,31.56,51757
"2789","Walker, AL",33.7599,-87.2766,13.42,47239
"2790","Walker, GA",34.7861,-85.3261,19.16,40744
"2791","Walker, TX",30.795,-95.5934,19.02,33345
"2792","Walla Walla, WA",46.3041,-118.5042,28.62,53845
"2793","Wallace, KS",38.9078,-101.7635,29.43,61727
"2794","Waller, TX",29.9884,-95.9999,22.98,49404
"2795","Wallowa, OR",45.5415,-117.127,26.87,52999
"2796","Walsh, ND",48.3689,-97.7238,17.43,65961
"2797","Walthall, MS",31.1785,-90.1462,15.55,39169
"2798","Walton, FL",30.6327,-86.1524,30.04,78714
"2799","Walton, GA",33.7621,-83.7467,22.5,49062
"2800","Walworth, SD",45.4185,-100.0052,21.54,58681
"2801","Walworth, WI",42.6678,-88.5413,29.48,58208
"2802","Wapello, IA",41.0308,-92.4096,19.69,44912
"2803","Ward, ND",48.3313,-101.4681,29.05,59893
"2804","Ward, TX",31.4598,-103.1287,11.53,55099
"2805","Ware, GA",31.0216,-82.3674,15.17,38862
"2806","Warren, GA",33.4325,-82.7019,10.54,42377
"2807","Warren, IA",41.3336,-93.5592,31.31,57847
"2808","Warren, IL",40.8489,-90.6152,22.67,52506
"2809","Warren, IN",40.3028,-87.3887,18.5,52196
"2810","Warren, KY",36.9834,-86.4059,32.23,43812
"2811","Warren, MO",38.7692,-91.1898,19.45,50001
"2812","Warren, MS",32.349,-90.7914,22.95,48214
"2813","Warren, NC",36.3734,-78.1029,15.33,38740
"2814","Warren, NJ",40.8438,-74.9606,34.51,63041
"2815","Warren, NY",43.5152,-73.9062,32.26,62392
"2816","Warren, OH",39.4248,-84.1653,43.71,69581
"2817","Warren, PA",41.7989,-79.2812,19.42,49356
"2818","Warren, TN",35.6737,-85.7944,13.66,41296
"2819","Warren, VA",38.8968,-78.1977,20.78,54290
"2820","Warrick, IN",38.062,-87.2847,32.98,64880
"2821","Wasatch, UT",40.2966,-111.135,43.66,71360
"2822","Wasco, OR",45.2651,-121.2515,20.44,52527
"2823","Waseca, MN",44.0251,-93.5872,22.05,50409
"2824","Washakie, WY",43.8356,-107.6602,23.81,60235
"2825","Washburn, WI",45.9017,-91.7871,22.61,53835
"2826","Washington, AL",31.4071,-88.1879,14.42,45956
"2827","Washington, AR",35.9952,-94.2401,33.24,47836
"2828","Washington, CO",40.0163,-103.1328,21.01,48270
"2829","Washington, FL",30.6112,-85.672,12.06,36331
"2830","Washington, GA",32.9975,-82.7988,15.08,42068
