"","county","FIPS","state","bachelor_degree","per_capita_income"
"2394","Salt Lake, UT",49035,"UT",36.53,62547
"2395","Saluda, SC",45081,"SC",18.28,44503
"2396","Sampson, NC",37163,"NC",14.43,45841
"2397","San Augustine, TX",48405,"TX",13.96,50573
"2398","San Benito, CA",6069,"CA",20.12,68868
"2399","San Bernardino, CA",6071,"CA",21.36,49493
"2400","San Diego, CA",6073,"CA",39.46,72637
"2401","San Francisco, CA",6075,"CA",58.76,160749
"2402","San Jacinto, TX",48407,"TX",15.17,46477
"2403","San Joaquin, CA",6077,"CA",19.16,57783
"2404","San Juan, CO",8111,"CO",33.47,58067
"2405","San Juan, NM",35045,"NM",15.42,41735
"2406","San Juan, UT",49037,"UT",19.17,34038
"2407","San Juan, WA",53055,"WA",51.66,87038
"2408","San Luis Obispo, CA",6079,"CA",36.08,66617
"2409","San Mateo, CA",6081,"CA",52.07,160485
"2410","San Miguel, CO",8113,"CO",56.61,109613
"2411","San Miguel, NM",35047,"NM",22.04,44889
"2412","San Patricio, TX",48409,"TX",15.88,51392
"2413","San Saba, TX",48411,"TX",17.37,43735
"2414","Sanborn, SD",46111,"SD",19.57,64677
"2415","Sanders, MT",30089,"MT",19.03,42153
"2416","Sandoval, NM",35043,"NM",30.97,51807
"2417","Sandusky, OH",39143,"OH",16.45,48982
"2418","Sangamon, IL",17167,"IL",34.15,57206
"2419","Sanilac, MI",26151,"MI",14.81,47144
"2420","Sanpete, UT",49039,"UT",20.75,39139
"2421","Santa Barbara, CA",6083,"CA",34.97,73995
"2422","Santa Clara, CA",6085,"CA",53.47,138724
"2423","Santa Cruz, AZ",4023,"AZ",20.93,46828
"2424","Santa Cruz, CA",6087,"CA",41.83,85554
"2425","Santa Fe, NM",35049,"NM",40.7,69528
"2426","Santa Rosa, FL",12113,"FL",27.26,53778
"2427","Sarasota, FL",12115,"FL",36.41,78815
"2428","Saratoga, NY",36091,"NY",42.01,75651
"2429","Sargent, ND",38081,"ND",18.57,74799
"2430","Sarpy, NE",31153,"NE",40.49,58084
"2431","Sauk, WI",55111,"WI",23.77,60631
"2432","Saunders, NE",31155,"NE",27.69,61840
"2433","Sawyer, WI",55113,"WI",24.86,50445
"2434","Schenectady, NY",36093,"NY",32.08,62484
"2435","Schleicher, TX",48413,"TX",16.08,51775
"2436","Schley, GA",13249,"GA",12.09,43917
"2437","Schoharie, NY",36095,"NY",23.58,52027
"2438","Schoolcraft, MI",26153,"MI",18.94,49103
"2439","Schuyler, IL",17169,"IL",20.53,51383
"2440","Schuyler, MO",29197,"MO",9.23,38544
"2441","Schuyler, NY",36097,"NY",23.16,49811
"2442","Schuylkill, PA",42107,"PA",16.95,49451
"2443","Scioto, OH",39145,"OH",15.6,46946
"2444","Scotland, MO",29199,"MO",14.87,45092
"2445","Scotland, NC",37165,"NC",15.5,42171
"2446","Scott, AR",5127,"AR",12.11,38790
"2447","Scott, IA",19163,"IA",32.6,60349
"2448","Scott, IL",17171,"IL",20.96,52741
"2449","Scott, IN",18143,"IN",13.19,44678
"2450","Scott, KS",20171,"KS",24.84,60794
"2451","Scott, KY",21209,"KY",30.36,52325
"2452","Scott, MN",27139,"MN",40.88,69243
"2453","Scott, MO",29201,"MO",19.79,47750
"2454","Scott, MS",28123,"MS",11.25,37792
"2455","Scott, TN",47151,"TN",9.18,37333
"2456","Scott, VA",51169,"VA",15.03,39583
"2457","Scotts Bluff, NE",31157,"NE",23.08,51337
"2458","Screven, GA",13251,"GA",14.6,40137
"2459","Scurry, TX",48415,"TX",16.12,47138
"2460","Searcy, AR",5129,"AR",10.95,34335
"2461","Sebastian, AR",5131,"AR",23.26,48556
"2462","Sedgwick, CO",8115,"CO",20.56,51705
"2463","Sedgwick, KS",20173,"KS",31.4,57713
"2464","Seminole, FL",12117,"FL",41.04,58539
"2465","Seminole, GA",13253,"GA",15.45,46274
"2466","Seminole, OK",40133,"OK",14.37,41119
"2467","Seneca, NY",36099,"NY",21.34,47269
"2468","Seneca, OH",39147,"OH",17.34,47605
"2469","Sequatchie, TN",47153,"TN",14.66,43709
"2470","Sequoyah, OK",40135,"OK",13.77,42780
"2471","Sevier, AR",5133,"AR",13.41,41322
"2472","Sevier, TN",47155,"TN",18.28,49012
"2473","Sevier, UT",49041,"UT",20.9,41983
"2474","Seward, KS",20175,"KS",11.21,44209
"2475","Seward, NE",31159,"NE",30.71,58829
"2476","Shackelford, TX",48417,"TX",32.63,93075
"2477","Shannon, MO",29203,"MO",14.46,41200
"2478","Sharkey, MS",28125,"MS",18.58,50467
"2479","Sharp, AR",5135,"AR",10.45,41025
"2480","Shasta, CA",6089,"CA",22.13,54972
"2481","Shawano, WI",55115,"WI",16.33,49746
"2482","Shawnee, KS",20177,"KS",31.34,54066
"2483","Sheboygan, WI",55117,"WI",25.73,58425
"2484","Shelby, AL",1117,"AL",44.21,64350
"2485","Shelby, IA",19165,"IA",21.08,61414
"2486","Shelby, IL",17173,"IL",16.58,51977
"2487","Shelby, IN",18145,"IN",18.98,52065
"2488","Shelby, KY",21211,"KY",27.97,55471
"2489","Shelby, MO",29205,"MO",19.38,48578
"2490","Shelby, OH",39149,"OH",19.27,52547
"2491","Shelby, TN",47157,"TN",32.37,59212
"2492","Shelby, TX",48419,"TX",14.02,54640
"2493","Shenandoah, VA",51171,"VA",19.65,53753
"2494","Sherburne, MN",27141,"MN",25.66,55341
"2495","Sheridan, KS",20179,"KS",23.8,56735
"2496","Sheridan, MT",30091,"MT",25.31,55476
"2497","Sheridan, ND",38083,"ND",14.86,78328
"2498","Sheridan, NE",31161,"NE",20.39,60271
"2499","Sheridan, WY",56033,"WY",30.65,64449
"2500","Sherman, KS",20181,"KS",21.78,52785
"2501","Sherman, NE",31163,"NE",21.55,60225
"2502","Sherman, OR",41055,"OR",20,67558
"2503","Sherman, TX",48421,"TX",18.49,122945
"2504","Shiawassee, MI",26155,"MI",17.77,47525
"2505","Shoshone, ID",16079,"ID",10.58,45434
"2506","Sibley, MN",27143,"MN",16.52,58242
"2507","Sierra, CA",6091,"CA",19.37,47135
"2508","Sierra, NM",35051,"NM",22.06,49778
"2509","Silver Bow, MT",30093,"MT",27.54,54704
"2510","Simpson, KY",21213,"KY",12.02,44178
"2511","Simpson, MS",28127,"MS",17.44,44174
"2512","Sioux, IA",19167,"IA",29.45,57558
"2513","Sioux, ND",38085,"ND",14.47,36445
"2514","Sioux, NE",31165,"NE",26.67,74215
"2515","Siskiyou, CA",6093,"CA",22.1,52368
"2516","Sitka City and Borough, AK",2220,"AK",34.23,75917
"2517","Skagit, WA",53057,"WA",27.44,64093
"2518","Skagway Municipality, AK",2230,"AK",24.17,71409
"2519","Skamania, WA",53059,"WA",26.03,58554
"2520","Slope, ND",38087,"ND",25.91,80270
"2521","Smith, KS",20183,"KS",21.14,58450
"2522","Smith, MS",28129,"MS",13.05,46337
"2523","Smith, TN",47159,"TN",17.16,48602
"2524","Smith, TX",48423,"TX",27.04,60284
"2525","Smyth, VA",51173,"VA",14.88,44740
"2526","Snohomish, WA",53061,"WA",32.76,68858
"2527","Snyder, PA",42109,"PA",21.07,50846
"2528","Socorro, NM",35053,"NM",22.01,42389
"2529","Solano, CA",6095,"CA",27.06,65448
"2530","Somerset, MD",24039,"MD",15.76,37395
"2531","Somerset, ME",23025,"ME",17.92,46860
"2532","Somerset, NJ",34035,"NJ",55.57,113975
"2533","Somerset, PA",42111,"PA",16.72,48135
"2534","Somervell, TX",48425,"TX",28.87,54826
"2535","Sonoma, CA",6097,"CA",36.43,81006
"2536","Southeast Fairbanks Census Area, AK",2240,"AK",21.23,58988
"2537","Spalding, GA",13255,"GA",18.07,43098
"2538","Spartanburg, SC",45083,"SC",24.83,50596
"2539","Spencer, IN",18147,"IN",17.34,52615
"2540","Spencer, KY",21215,"KY",21.42,53915
"2541","Spink, SD",46115,"SD",26.2,76434
"2542","Spokane, WA",53063,"WA",31.62,53770
"2543","St. Charles, MO",29183,"MO",40.76,61752
"2544","St. Clair, AL",1115,"AL",18.12,47117
"2545","St. Clair, IL",17163,"IL",29.03,54185
"2546","St. Clair, MI",26147,"MI",19.1,52805
"2547","St. Clair, MO",29185,"MO",14.49,36671
"2548","St. Croix, WI",55109,"WI",36.77,63800
"2549","St. Francis, AR",5123,"AR",10.87,36761
"2550","St. Francois, MO",29187,"MO",13.98,40227
"2551","St. Johns, FL",12109,"FL",44.48,80062
"2552","St. Joseph, IN",18141,"IN",30.98,56122
"2553","St. Joseph, MI",26149,"MI",16.04,46199
"2554","St. Lawrence, NY",36089,"NY",23.56,45626
"2555","St. Louis, MN",27137,"MN",30.15,55303
"2556","St. Louis, MO",29189,"MO",44.44,81829
"2557","St. Lucie, FL",12111,"FL",22.47,50038
"2558","St. Mary's, MD",24037,"MD",32.05,65762
"2559","Stafford, KS",20185,"KS",27.89,52643
"2560","Stafford, VA",51179,"VA",41.35,62954
"2561","Stanislaus, CA",6099,"CA",17.7,52356
"2562","Stanley, SD",46117,"SD",28.54,78300
"2563","Stanly, NC",37167,"NC",17.63,46827
"2564","Stanton, KS",20187,"KS",17.9,94353
"2565","Stanton, NE",31167,"NE",19.84,61286
"2566","Stark, IL",17175,"IL",18.34,56551
"2567","Stark, ND",38089,"ND",24.5,62553
"2568","Stark, OH",39151,"OH",23.5,52426
"2569","Starke, IN",18149,"IN",11.56,42083
"2570","Starr, TX",48427,"TX",10.94,34933
"2571","Ste. Genevieve, MO",29186,"MO",17.92,46578
"2572","Stearns, MN",27145,"MN",27.81,56711
"2573","Steele, MN",27147,"MN",26.8,55176
"2574","Steele, ND",38091,"ND",28.25,86280
"2575","Stephens, GA",13257,"GA",18.03,41822
"2576","Stephens, OK",40137,"OK",18.43,48328
"2577","Stephens, TX",48429,"TX",15.74,48498
"2578","Stephenson, IL",17177,"IL",20.85,50815
"2579","Sterling, TX",48431,"TX",18.37,65866
"2580","Steuben, IN",18151,"IN",22.46,52244
"2581","Steuben, NY",36101,"NY",24.63,54238
"2582","Stevens, KS",20189,"KS",12.44,52345
"2583","Stevens, MN",27149,"MN",29.83,58335
"2584","Stevens, WA",53065,"WA",20.47,47613
"2585","Stewart, GA",13259,"GA",13.62,32844
"2586","Stewart, TN",47161,"TN",18.25,48205
"2587","Stillwater, MT",30095,"MT",26.3,64917
"2588","Stoddard, MO",29207,"MO",12.27,45554
"2589","Stokes, NC",37169,"NC",13.37,46159
"2590","Stone, AR",5137,"AR",12.62,37002
"2591","Stone, MO",29209,"MO",19.8,46852
"2592","Stone, MS",28131,"MS",15.15,39547
"2593","Stonewall, TX",48433,"TX",12.49,73182
"2594","Storey, NV",32029,"NV",33.26,77775
"2595","Story, IA",19169,"IA",51.95,47923
"2596","Strafford, NH",33017,"NH",35.21,61139
"2597","Stutsman, ND",38093,"ND",24.12,61388
"2598","Sublette, WY",56035,"WY",28.72,65620
"2599","Suffolk, MA",25025,"MA",47.69,98644
"2600","Suffolk, NY",36103,"NY",37.33,81309
"2601","Sullivan, IN",18153,"IN",12.67,43091
"2602","Sullivan, MO",29211,"MO",15.17,44139
"2603","Sullivan, NH",33019,"NH",29.62,63225
"2604","Sullivan, NY",36105,"NY",26.56,53874
"2605","Sullivan, PA",42113,"PA",18.02,55564
"2606","Sullivan, TN",47163,"TN",24.49,50418
"2607","Sully, SD",46119,"SD",21.84,106241
"2608","Summers, WV",54089,"WV",16.05,42796
"2609","Summit, CO",8117,"CO",53.58,86390
"2610","Summit, OH",39153,"OH",32.76,60771
"2611","Summit, UT",49043,"UT",56.12,183972
"2612","Sumner, KS",20191,"KS",23.56,48658
"2613","Sumner, TN",47165,"TN",28.61,59105
"2614","Sumter, AL",1119,"AL",18.41,38253
"2615","Sumter, FL",12119,"FL",32.03,64282
"2616","Sumter, GA",13261,"GA",19.97,43130
"2617","Sumter, SC",45085,"SC",20.84,47046
"2618","Sunflower, MS",28133,"MS",16.48,37950
"2619","Surry, NC",37171,"NC",17.86,46963
"2620","Surry, VA",51181,"VA",20.39,51892
"2621","Susquehanna, PA",42115,"PA",19.17,55354
"2622","Sussex, DE",10005,"DE",29.38,59472
"2623","Sussex, NJ",34037,"NJ",36.6,71059
"2624","Sussex, VA",51183,"VA",13.29,39243
"2625","Sutter, CA",6101,"CA",20.03,53017
"2626","Sutton, TX",48435,"TX",18.35,68431
"2627","Suwannee, FL",12121,"FL",15.73,39039
"2628","Swain, NC",37173,"NC",20.64,49421
"2629","Sweet Grass, MT",30097,"MT",21.7,57852
"2630","Sweetwater, WY",56037,"WY",21.21,56934
"2631","Swift, MN",27151,"MN",21.51,58433
"2632","Swisher, TX",48437,"TX",15.92,72623
"2633","Switzerland, IN",18155,"IN",9.39,42481
"2634","Talbot, GA",13263,"GA",12.59,45385
"2635","Talbot, MD",24041,"MD",39.71,84695
"2636","Taliaferro, GA",13265,"GA",5.74,41494
"2637","Talladega, AL",1121,"AL",15.27,40668
"2638","Tallahatchie, MS",28135,"MS",11.36,41558
"2639","Tallapoosa, AL",1123,"AL",18.81,48344
"2640","Tama, IA",19171,"IA",15.62,58311
"2641","Taney, MO",29213,"MO",21.19,42600
"2642","Taos, NM",35055,"NM",32.28,44709
"2643","Tarrant, TX",48439,"TX",32.61,58940
"2644","Tate, MS",28137,"MS",17.22,44749
"2645","Tattnall, GA",13267,"GA",14.04,35616
"2646","Taylor, FL",12123,"FL",10.78,35156
"2647","Taylor, GA",13269,"GA",12.54,39030
"2648","Taylor, IA",19173,"IA",14.77,54870
"2649","Taylor, KY",21217,"KY",23.47,41752
"2650","Taylor, TX",48441,"TX",26.83,58316
"2651","Taylor, WI",55119,"WI",16.21,49783
"2652","Taylor, WV",54091,"WV",18.79,47328
"2653","Tazewell, IL",17179,"IL",25.97,54768
"2654","Tazewell, VA",51185,"VA",15.16,43786
"2655","Tehama, CA",6103,"CA",17.43,48042
"2656","Telfair, GA",13271,"GA",6.97,30573
"2657","Teller, CO",8119,"CO",35.49,61966
"2658","Terrell, GA",13273,"GA",10.21,47258
"2659","Terrell, TX",48443,"TX",22.59,63481
"2660","Terry, TX",48445,"TX",11.56,45353
"2661","Teton, ID",16081,"ID",41.41,53564
"2662","Teton, MT",30099,"MT",25.44,50240
"2663","Teton, WY",56039,"WY",55.05,318297
"2664","Texas, MO",29215,"MO",14.77,35346
"2665","Texas, OK",40139,"OK",26.43,58194
"2666","Thayer, NE",31169,"NE",20.87,63828
"2667","Thomas, GA",13275,"GA",24.12,52349
"2668","Thomas, KS",20193,"KS",25.11,51579
"2669","Thomas, NE",31171,"NE",24.59,61324
"2670","Throckmorton, TX",48447,"TX",22.31,69390
"2671","Thurston, NE",31173,"NE",18.89,57406
"2672","Thurston, WA",53067,"WA",35.74,61062
"2673","Tift, GA",13277,"GA",17.26,44913
"2674","Tillamook, OR",41057,"OR",21.38,51643
"2675","Tillman, OK",40141,"OK",16.51,40610
"2676","Tioga, NY",36107,"NY",26.09,53919
"2677","Tioga, PA",42117,"PA",19.74,47572
"2678","Tippah, MS",28139,"MS",13.88,44301
"2679","Tippecanoe, IN",18157,"IN",39.73,45950
"2680","Tipton, IN",18159,"IN",25.92,51881
"2681","Tipton, TN",47167,"TN",16.96,49219
"2682","Tishomingo, MS",28141,"MS",11.8,41457
"2683","Titus, TX",48449,"TX",16.76,48007
"2684","Todd, KY",21219,"KY",14.49,46946
"2685","Todd, MN",27153,"MN",13.95,47069
"2686","Todd, SD",46121,"SD",13.73,35663
"2687","Tolland, CT",9013,"CT",42.4,63722
"2688","Tom Green, TX",48451,"TX",25,59877
"2689","Tompkins, NY",36109,"NY",53.08,51377
"2690","Tooele, UT",49045,"UT",23.07,46131
"2691","Toole, MT",30101,"MT",22.29,49135
"2692","Toombs, GA",13279,"GA",16.6,42075
"2693","Torrance, NM",35057,"NM",15.59,41423
"2694","Towner, ND",38095,"ND",14.46,80665
"2695","Towns, GA",13281,"GA",32.58,45939
"2696","Traill, ND",38097,"ND",30.15,65364
"2697","Transylvania, NC",37175,"NC",33.83,52252
"2698","Traverse, MN",27155,"MN",15.75,73574
"2699","Travis, TX",48453,"TX",51.53,81708
"2700","Treasure, MT",30103,"MT",28.24,49706
"2701","Trego, KS",20195,"KS",22.36,61938
"2702","Trempealeau, WI",55121,"WI",19.02,49712
"2703","Treutlen, GA",13283,"GA",16.3,38090
"2704","Trigg, KY",21221,"KY",19.13,47026
"2705","Trimble, KY",21223,"KY",15.13,47815
"2706","Trinity, CA",6105,"CA",19.23,36906
"2707","Trinity, TX",48455,"TX",13.65,47101
"2708","Tripp, SD",46123,"SD",20.72,60022
"2709","Troup, GA",13285,"GA",20.08,45441
"2710","Trousdale, TN",47169,"TN",11.59,36454
"2711","Trumbull, OH",39155,"OH",19.18,46356
"2712","Tucker, WV",54093,"WV",19.49,52251
"2713","Tulare, CA",6107,"CA",14.53,47986
"2714","Tulsa, OK",40143,"OK",32.03,66535
"2715","Tunica, MS",28143,"MS",15.32,41904
"2716","Tuolumne, CA",6109,"CA",22.34,52306
"2717","Turner, GA",13287,"GA",10.81,38250
"2718","Turner, SD",46125,"SD",26.26,73093
"2719","Tuscaloosa, AL",1125,"AL",31.15,43439
"2720","Tuscarawas, OH",39157,"OH",17.86,50625
"2721","Tuscola, MI",26157,"MI",13.47,44908
"2722","Twiggs, GA",13289,"GA",10.29,44235
"2723","Twin Falls, ID",16083,"ID",23.31,45627
"2724","Tyler, TX",48457,"TX",14.24,41613
"2725","Tyler, WV",54095,"WV",16.2,47802
"2726","Tyrrell, NC",37177,"NC",10.56,47379
"2727","Uinta, WY",56041,"WY",19.1,44157
"2728","Uintah, UT",49047,"UT",16.29,35128
"2729","Ulster, NY",36111,"NY",33.15,60557
"2730","Umatilla, OR",41059,"OR",17.5,48439
"2731","Unicoi, TN",47171,"TN",16.42,43044
"2732","Union, AR",5139,"AR",21.21,50787
"2733","Union, FL",12125,"FL",10.54,25293
"2734","Union, GA",13291,"GA",22.65,44163
"2735","Union, IA",19175,"IA",22.39,48291
"2736","Union, IL",17181,"IL",23.14,49595
"2737","Union, IN",18161,"IN",19.17,47359
"2738","Union, KY",21225,"KY",11.11,49499
"2739","Union, MS",28145,"MS",14.01,41155
"2740","Union, NC",37179,"NC",36,63777
"2741","Union, NJ",34039,"NJ",37.05,77007
"2742","Union, NM",35059,"NM",12.46,41350
"2743","Union, OH",39159,"OH",35.55,64967
"2744","Union, OR",41061,"OR",24.17,50053
"2745","Union, PA",42119,"PA",25.45,50630
"2746","Union, SC",45087,"SC",13.48,40821
"2747","Union, SD",46127,"SD",30.33,134811
"2748","Union, TN",47173,"TN",11.06,40349
"2749","Upshur, TX",48459,"TX",18.24,43308
"2750","Upshur, WV",54097,"WV",16.18,40187
"2751","Upson, GA",13293,"GA",13.61,42364
"2752","Upton, TX",48461,"TX",14.02,61595
"2753","Utah, UT",49049,"UT",41.13,50661
"2754","Uvalde, TX",48463,"TX",19.44,53257
"2755","Val Verde, TX",48465,"TX",19.12,46642
"2756","Valencia, NM",35061,"NM",19.87,43485
"2757","Valley, ID",16085,"ID",30.33,57895
"2758","Valley, MT",30105,"MT",19.33,56541
"2759","Valley, NE",31175,"NE",27.41,63254
"2760","Van Buren, AR",5141,"AR",15.83,38783
"2761","Van Buren, IA",19177,"IA",16.42,47655
"2762","Van Buren, MI",26159,"MI",20.84,48770
"2763","Van Buren, TN",47175,"TN",8.59,36669
"2764","Van Wert, OH",39161,"OH",17.19,49328
"2765","Van Zandt, TX",48467,"TX",15.78,45045
"2766","Vance, NC",37181,"NC",17.52,44399
"2767","Vanderburgh, IN",18163,"IN",26.91,55099
"2768","Venango, PA",42121,"PA",19.28,50691
"2769","Ventura, CA",6111,"CA",33.89,73375
"2770","Vermilion, IL",17183,"IL",15.53,49265
"2771","Vermillion, IN",18165,"IN",15.69,45487
"2772","Vernon, MO",29217,"MO",17.52,42332
"2773","Vernon, WI",55123,"WI",22.87,49116
"2774","Victoria, TX",48469,"TX",18.91,58479
"2775","Vigo, IN",18167,"IN",24.89,45767
"2776","Vilas, WI",55125,"WI",27.75,56041
"2777","Vinton, OH",39163,"OH",12.81,42290
"2778","Volusia, FL",12127,"FL",24.44,52964
"2779","Wabash, IL",17185,"IL",18.94,51743
"2780","Wabash, IN",18169,"IN",18.91,51300
"2781","Wabasha, MN",27157,"MN",24.38,58382
"2782","Wabaunsee, KS",20197,"KS",24.03,58400
"2783","Wadena, MN",27159,"MN",16.87,46380
"2784","Wagoner, OK",40145,"OK",23.84,47142
"2785","Wahkiakum, WA",53069,"WA",20.29,52239
"2786","Wake, NC",37183,"NC",53.99,71205
"2787","Wakulla, FL",12129,"FL",18.61,45669
"2788","Waldo, ME",23027,"ME",31.56,51757
"2789","Walker, AL",1127,"AL",13.42,47239
"2790","Walker, GA",13295,"GA",19.16,40744
"2791","Walker, TX",48471,"TX",19.02,33345
"2792","Walla Walla, WA",53071,"WA",28.62,53845
"2793","Wallace, KS",20199,"KS",29.43,61727
"2794","Waller, TX",48473,"TX",22.98,49404
"2795","Wallowa, OR",41063,"OR",26.87,52999
"2796","Walsh, ND",38099,"ND",17.43,65961
"2797","Walthall, MS",28147,"MS",15.55,39169
"2798","Walton, FL",12131,"FL",30.04,78714
"2799","Walton, GA",13297,"GA",22.5,49062
"2800","Walworth, SD",46129,"SD",21.54,58681
"2801","Walworth, WI",55127,"WI",29.48,58208
"2802","Wapello, IA",19179,"IA",19.69,44912
"2803","Ward, ND",38101,"ND",29.05,59893
"2804","Ward, TX",48475,"TX",11.53,55099
"2805","Ware, GA",13299,"GA",15.17,38862
"2806","Warren, GA",13301,"GA",10.54,42377
"2807","Warren, IA",19181,"IA",31.31,57847
"2808","Warren, IL",17187,"IL",22.67,52506
"2809","Warren, IN",18171,"IN",18.5,52196
"2810","Warren, KY",21227,"KY",32.23,43812
"2811","Warren, MO",29219,"MO",19.45,50001
"2812","Warren, MS",28149,"MS",22.95,48214
"2813","Warren, NC",37185,"NC",15.33,38740
"2814","Warren, NJ",34041,"NJ",34.51,63041
"2815","Warren, NY",36113,"NY",32.26,62392
"2816","Warren, OH",39165,"OH",43.71,69581
"2817","Warren, PA",42123,"PA",19.42,49356
"2818","Warren, TN",47177,"TN",13.66,41296
"2819","Warren, VA",51187,"VA",20.78,54290
"2820","Warrick, IN",18173,"IN",32.98,64880
"2821","Wasatch, UT",49051,"UT",43.66,71360
"2822","Wasco, OR",41065,"OR",20.44,52527
"2823","Waseca, MN",27161,"MN",22.05,50409
"2824","Washakie, WY",56043,"WY",23.81,60235
"2825","Washburn, WI",55129,"WI",22.61,53835
"2826","Washington, AL",1129,"AL",14.42,45956
"2827","Washington, AR",5143,"AR",33.24,47836
"2828","Washington, CO",8121,"CO",21.01,48270
"2829","Washington, FL",12133,"FL",12.06,36331
"2830","Washington, GA",13303,"GA",15.08,42068
"2831","Washington, IA",19183,"IA",21.97,65299
"2832","Washington, ID",16087,"ID",18.99,41119
"2833","Washington, IL",17189,"IL",20.95,58419
"2834","Washington, IN",18175,"IN",12.37,47858
"2835","Washington, KS",20201,"KS",21,54905
"2836","Washington, KY",21229,"KY",20.26,45807
"2837","Washington, MD",24043,"MD",22.38,52897
"2838","Washington, ME",23029,"ME",23.82,49280
"2839","Washington, MN",27163,"MN",45.62,76733
"2840","Washington, MO",29221,"MO",11.43,37238
"2841","Washington, MS",28151,"MS",20.46,45319
"2842","Washington, NC",37187,"NC",12.84,46846
"2843","Washington, NE",31177,"NE",32.11,65143
"2844","Washington, NY",36115,"NY",20.16,49202
"2845","Washington, OH",39167,"OH",18.67,50549
"2846","Washington, OK",40147,"OK",28.82,78103
"2847","Washington, OR",41067,"OR",44.92,71537
"2848","Washington, PA",42125,"PA",30.65,65452
"2849","Washington, RI",44009,"RI",45.98,77855
"2850","Washington, TN",47179,"TN",32.29,52089
"2851","Washington, TX",48477,"TX",28.09,61295
"2852","Washington, UT",49053,"UT",29.19,47162
"2853","Washington, VT",50023,"VT",43.7,67529
"2854","Washington, WI",55131,"WI",32.94,66103
"2855","Washita, OK",40149,"OK",20.35,40961
"2856","Washoe, NV",32031,"NV",31.66,71436
"2857","Washtenaw, MI",26161,"MI",56.72,68688
"2858","Watauga, NC",37189,"NC",42.73,46766
"2859","Watonwan, MN",27165,"MN",17.55,55899
"2860","Waukesha, WI",55133,"WI",44.79,82032
"2861","Waupaca, WI",55135,"WI",20.95,52622
"2862","Waushara, WI",55137,"WI",16.63,46929
"2863","Wayne, GA",13305,"GA",12.6,37997
"2864","Wayne, IA",19185,"IA",14.25,50859
"2865","Wayne, IL",17191,"IL",14.22,48754
"2866","Wayne, IN",18177,"IN",19.82,48785
"2867","Wayne, KY",21231,"KY",13.34,38628
"2868","Wayne, MI",26163,"MI",25.23,50610
"2869","Wayne, MO",29223,"MO",9.9,42678
"2870","Wayne, MS",28153,"MS",20.64,43439
"2871","Wayne, NC",37191,"NC",19.82,49881
"2872","Wayne, NE",31179,"NE",31.91,51852
"2873","Wayne, NY",36117,"NY",23.72,53499
"2874","Wayne, OH",39169,"OH",22.54,52817
"2875","Wayne, PA",42127,"PA",20.66,52351
"2876","Wayne, TN",47181,"TN",10.6,35726
"2877","Wayne, UT",49055,"UT",24.04,52647
"2878","Wayne, WV",54099,"WV",17.51,41080
"2879","Weakley, TN",47183,"TN",19.85,45366
"2880","Webb, TX",48479,"TX",18.76,40850
"2881","Weber, UT",49057,"UT",25.1,49857
"2882","Webster, GA",13307,"GA",10.97,43682
"2883","Webster, IA",19187,"IA",21.07,51331
"2884","Webster, KY",21233,"KY",10.44,48336
"2885","Webster, MO",29225,"MO",17.68,39976
"2886","Webster, MS",28155,"MS",17.9,44543
"2887","Webster, NE",31181,"NE",22.37,57191
"2888","Webster, WV",54101,"WV",10.46,34564
"2889","Weld, CO",8123,"CO",27.59,56553
"2890","Wells, IN",18179,"IN",18.72,49953
"2891","Wells, ND",38103,"ND",22.24,82108
"2892","Westchester, NY",36119,"NY",49.73,119705
"2893","Westmoreland, PA",42129,"PA",30.27,59874
"2894","Westmoreland, VA",51193,"VA",18.3,50190
"2895","Weston, WY",56045,"WY",17.19,49526
"2896","Wetzel, WV",54103,"WV",12.6,43357
"2897","Wexford, MI",26165,"MI",19.72,44697
"2898","Wharton, TX",48481,"TX",18.77,52948
"2899","Whatcom, WA",53073,"WA",35.28,58137
"2900","Wheatland, MT",30107,"MT",19.57,44640
"2901","Wheeler, GA",13309,"GA",15.1,24241
"2902","Wheeler, NE",31183,"NE",25.09,83722
"2903","Wheeler, OR",41069,"OR",18.91,42637
"2904","Wheeler, TX",48483,"TX",15.26,49906
"2905","White Pine, NV",32033,"NV",12.85,56241
"2906","White, AR",5145,"AR",20.75,42743
"2907","White, GA",13311,"GA",20.23,46899
"2908","White, IL",17193,"IL",17.13,55372
"2909","White, IN",18181,"IN",16.66,51422
"2910","White, TN",47185,"TN",12.66,40770
"2911","Whiteside, IL",17195,"IL",18.9,52341
"2912","Whitfield, GA",13313,"GA",16.41,47545
"2913","Whitley, IN",18183,"IN",22.42,53969
"2914","Whitley, KY",21235,"KY",19.96,42266
"2915","Whitman, WA",53075,"WA",48.22,46502
"2916","Wibaux, MT",30109,"MT",23.12,48904
"2917","Wichita, KS",20203,"KS",23.34,59792
"2918","Wichita, TX",48485,"TX",23.13,50210
"2919","Wicomico, MD",24045,"MD",28,46893
"2920","Wilbarger, TX",48487,"TX",14.89,59952
"2921","Wilcox, AL",1131,"AL",11.66,39354
"2922","Wilcox, GA",13315,"GA",12.02,32288
"2923","Wilkes, GA",13317,"GA",11.35,48806
"2924","Wilkes, NC",37193,"NC",16.01,46169
"2925","Wilkin, MN",27167,"MN",23.66,65570
"2926","Wilkinson, GA",13319,"GA",11.18,42625
"2927","Wilkinson, MS",28157,"MS",14.15,36890
